label,PC,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b11/b7,b11/b9,b7/b6,b12-b6,b12/b6,0.01*b12/b8,(b12-b2)/b8,b9/b8
1,43.8,0.0022642,0.0023986,0.0033764,0.0054862,0.0067033,0.0123358,0.0071772,0.0050142,0.0044698,0.0043139,0.0049643,0.001724,0.0016705,0.000959,-0.0012854,-0.0021809,0.000469,0.6916706,1.1106131,0.5818212,-0.0106118,0.1397559,0.0034382,-0.1345277,0.8914312
2,45.2727273,0.0067704,0.007686,0.009394,0.0139184,0.0167586,0.024721,0.0236479,0.0200051,0.0187737,0.0189592,0.0184342,0.0067393,0.0075122,0.0064131,0.0023658,0.0014282,-0.000229,0.7795306,0.9819207,0.9565902,-0.0004732,0.9384461,0.0033688,-0.0473195,0.9384461
2,47.4666667,0.0018268,0.0019338,0.0032185,0.0050038,0.0060244,0.0113311,0.0066527,0.0044151,0.0037986,0.0037264,0.0043613,0.0016482,0.0019099,0.0010621,-0.000883,-0.0015037,0.000652,0.6555751,1.148144,0.5871152,-0.0006468,0.8603589,0.0037331,-0.0646817,0.8603587
2,50.2666667,0.0055178,0.0048413,0.004678,0.0078331,0.0100309,0.0199597,0.0101653,0.0081317,0.0065838,0.0063515,0.0169057,0.0144444,0.014376,0.013618,0.0113562,0.010886,0.0088836,1.6630847,2.5677745,0.5092888,0.0118094,0.8096413,0.017763,1.1809401,0.8096413
2,50.45,0.0043789,0.0037841,0.0045098,0.0075607,0.0094384,0.0203078,0.0099701,0.0079519,0.0064675,0.00632,0.0162546,0.0106386,0.0105421,0.0101924,0.0076416,0.0070568,0.00525,1.6303359,2.5132705,0.4909495,0.0086198,0.8133251,0.0133786,0.8619786,0.8133251
2,51.0666667,0.0021673,0.002013,0.0032813,0.0057525,0.0068725,0.0130705,0.007577,0.0053442,0.0046719,0.0045275,0.0061554,0.0036611,0.0040447,0.0033126,0.0022261,0.0018466,0.0021185,0.812386,1.3175535,0.5796995,0.003084,0.874201,0.0068507,0.3084029,0.874201
2,52.4,0.0106005,0.0094724,0.0109484,0.0170975,0.021545,0.0358822,0.022276,0.0176023,0.0148239,0.0149469,0.0222212,0.0070698,0.0072909,0.0068184,0.0029487,0.0021871,0.000138,0.9975406,1.4990054,0.6208071,-0.0013649,0.8421574,0.0040164,-0.136489,0.8421575
2,53.2853933,0.0064874,0.0058873,0.0052936,0.0086575,0.0114466,0.0264,0.012534,0.0087008,0.0067364,0.006639,0.0186233,0.0053345,0.00603,0.0051216,0.0013827,0.000637,-0.000854,1.4858242,2.7645905,0.4747721,-0.0006353,0.7742218,0.006131,-0.0635331,0.7742217
2,53.7777778,0.0108777,0.0097335,0.0111677,0.0174317,0.0218635,0.0373782,0.0236245,0.0184698,0.0158104,0.0157239,0.0228528,0.0070201,0.007272,0.0067907,0.0028754,0.0020962,0.000362,0.9673354,1.4454245,0.6320384,-0.0014691,0.8560162,0.0038009,-0.1469108,0.8560162
2,53.8181818,0.0117568,0.0103178,0.0119713,0.0182241,0.0229491,0.0376754,0.0240932,0.0189421,0.016293,0.0159864,0.0232629,0.0073586,0.0077265,0.0071,0.0031797,0.0024053,0.000388,0.965536,1.4277826,0.6394939,-0.0015623,0.8601483,0.0038848,-0.1562266,0.8601483
2,54.375,0.0029551,0.0051792,0.0089514,0.0138743,0.0167842,0.0265304,0.0304175,0.0317904,0.03197,0.0326122,0.0314589,0.015524,0.0164969,0.0158159,0.0079924,0.0056235,0.00032,1.0342355,0.9840148,1.1465163,0.0032541,1.0056484,0.0048832,0.3254087,1.0056484
2,57.2,0.0099849,0.008945,0.010249,0.0164961,0.0210811,0.0359729,0.0222148,0.0169154,0.014368,0.0142066,0.0206818,0.0058203,0.0062332,0.0056893,0.0022442,0.0015545,0.000062,0.930991,1.4394386,0.6175435,-0.0018472,0.8494028,0.0034408,-0.1847247,0.8494028
2,57.8333333,0.0029995,0.004288,0.0087406,0.0140886,0.016749,0.0260661,0.03031,0.0310676,0.0314624,0.0318533,0.0311709,0.0156841,0.0165349,0.0160411,0.0081362,0.0059565,0.00217,1.0284036,0.9907345,1.1628124,0.0036682,1.0127081,0.0050484,0.3668163,1.0127081
2,58.2,0.0062699,0.005352,0.007479,0.0129942,0.0171878,0.030125,0.0203956,0.014926,0.0126721,0.0127079,0.0170653,0.0048901,0.0051345,0.0046081,0.00173,0.0010881,0.000268,0.8367151,1.3466906,0.6770337,-0.0003095,0.8489908,0.0032762,-0.0309479,0.8489908
2,59.1,0.0022327,0.0036749,0.0079143,0.0127825,0.0152452,0.0242064,0.0274628,0.0275962,0.0276309,0.0280143,0.0258682,0.0109827,0.0114883,0.0110066,0.004831,0.0029895,0.00158,0.9419388,0.9362083,1.1345267,0.0026481,1.0012544,0.0039798,0.264809,1.0012544
2,60.4,0.0099864,0.0090541,0.0102022,0.016631,0.0209807,0.0357166,0.0214873,0.0165548,0.014118,0.0138082,0.0207693,0.0058326,0.0063006,0.0057079,0.0023004,0.0016798,0.000301,0.9665823,1.4711223,0.6016056,-0.001946,0.8528006,0.0035232,-0.1945983,0.8528006
2,64.7,0.0115155,0.0127983,0.0159817,0.0220823,0.0257752,0.0349571,0.0341808,0.0304657,0.0292484,0.0296129,0.0300266,0.0143427,0.0156092,0.014202,0.0073467,0.0058076,0.000778,0.8784642,1.026607,0.9777932,0.0005069,0.960046,0.0047078,0.0506907,0.960046
2,68.125,0.0120127,0.0131416,0.0161414,0.0220506,0.0258541,0.0352408,0.0343413,0.0306782,0.0293813,0.0294709,0.0294656,0.0134497,0.0146087,0.0132373,0.0068319,0.00534,0.000803,0.858023,1.0028698,0.9744742,0.0001004,0.9577258,0.0043841,0.0100439,0.9577258
2,69.2,0.0097511,0.0087949,0.0100835,0.0165175,0.0213921,0.0360336,0.0235914,0.0180578,0.0154656,0.0154743,0.0213013,0.006201,0.0063665,0.0060755,0.0024388,0.0017848,-0.0000514,0.9029243,1.3773324,0.6547067,-0.0014364,0.8564511,0.003434,-0.1436417,0.8564511
2,73.1,0.0127957,0.0120705,0.0139897,0.0211597,0.0260943,0.0394037,0.0280015,0.0228966,0.0202014,0.0198997,0.0275885,0.0096186,0.0100826,0.009445,0.0043946,0.0034705,0.00106,0.9852496,1.3656734,0.710632,-0.0010709,0.8822853,0.0042009,-0.1070857,0.8822853
2,74.6666667,0.0053264,0.0049262,0.0057765,0.0087317,0.0110998,0.0179981,0.0140891,0.0107986,0.0092176,0.0094558,0.0221269,0.0116142,0.0126044,0.0111604,0.0047168,0.0028426,0.000351,1.5705005,2.4005149,0.7828084,0.0061934,0.8535892,0.0107553,0.6193403,0.8535892
2,78.2,0.0121627,0.0117746,0.0133041,0.0208149,0.0253683,0.0392113,0.0262881,0.0217655,0.018762,0.0186211,0.0264362,0.0090737,0.009397,0.0087468,0.0039438,0.0028468,0.000467,1.0056315,1.4090282,0.6704225,-0.0012409,0.8620071,0.0041688,-0.1240917,0.8620071
2,78.5,0.0076577,0.0095269,0.0129056,0.0188706,0.0218986,0.0299391,0.0298095,0.0272194,0.0263973,0.0265416,0.0271563,0.0145197,0.016082,0.0144408,0.0083186,0.0068308,0.0013334,0.9109924,1.0287503,0.9956709,0.0018343,0.9697979,0.0053343,0.1834281,0.9697979
2,79.5,0.0022002,0.0046284,0.0082577,0.0134376,0.0161296,0.0251447,0.029277,0.0302319,0.0303739,0.03085,0.0296678,0.0145089,0.0152274,0.0142798,0.0061237,0.0035838,0.000455,1.0133502,0.9767551,1.164339,0.0032682,1.004695,0.0047992,0.3268222,1.004695
2,80,0.0022979,0.0043752,0.0084293,0.0133641,0.0158395,0.0256135,0.0294707,0.030451,0.0306585,0.030943,0.0304486,0.016359,0.0176545,0.0166895,0.0093954,0.0073095,0.00506,1.0331805,0.9931535,1.1505941,0.0039354,1.0068131,0.0053722,0.3935431,1.0068131
2,80.9090909,0.010749,0.0118245,0.0146862,0.0206824,0.0241616,0.0333135,0.0313386,0.0271092,0.0259766,0.0258522,0.0247629,0.0099286,0.010891,0.0097477,0.004567,0.0034737,0.000575,0.7901739,0.9532792,0.9407163,-0.0006994,0.9582191,0.0036624,-0.0699374,0.9582191
2,81.6923077,0.00202,0.0037583,0.008413,0.0131524,0.0158166,0.0252666,0.0289235,0.029801,0.030171,0.0305656,0.0296462,0.0149517,0.015934,0.0148683,0.0068442,0.0044499,0.000614,1.0249873,0.9826065,1.1447319,0.003756,1.012415,0.0050172,0.3756043,1.012415
2,81.8,0.0094068,0.0084917,0.0099164,0.0163676,0.0208746,0.0364942,0.0228622,0.0175957,0.0146565,0.0146204,0.0215116,0.00614,0.0062113,0.0059096,0.002449,0.0016256,0.000414,0.940925,1.4677132,0.6264604,-0.0013365,0.8329599,0.0034895,-0.1336491,0.8329599
2,82.4545455,0.0094604,0.0081684,0.0098595,0.0159508,0.0203197,0.0359582,0.0221001,0.0167568,0.0142242,0.0141702,0.0201403,0.0057026,0.0059162,0.0055717,0.0021738,0.0014897,0.000341,0.9113202,1.4159133,0.614606,-0.0014715,0.8488621,0.0034032,-0.1471498,0.8488621
2,83.6,0.0156479,0.0144869,0.0157048,0.0225984,0.027122,0.0404006,0.0274602,0.0227147,0.0198748,0.0198774,0.0280999,0.0125267,0.0132418,0.012202,0.0080175,0.0071182,0.0055355,1.0232953,1.4138456,0.6796967,-0.000863,0.8749747,0.0055148,-0.0862961,0.8749747
2,84.5,0.0104421,0.0094408,0.0105841,0.016744,0.021347,0.035549,0.02135,0.0166037,0.0141146,0.0139847,0.0208173,0.0062731,0.0065692,0.0059424,0.0026413,0.0018397,0.00038,0.9750468,1.474872,0.6005812,-0.0019078,0.8500892,0.0037781,-0.1907787,0.8500892
2,84.6666667,0.0036428,0.0052275,0.0095003,0.0146719,0.0173519,0.0271788,0.0320976,0.0336657,0.0340872,0.0345503,0.0337296,0.0183288,0.0193395,0.0185415,0.0097697,0.0069859,0.00112,1.0508435,0.989508,1.1809787,0.0038916,1.0125216,0.0054444,0.3891616,1.0125216
2,88,0.0029905,0.0049462,0.0089512,0.0138837,0.0164499,0.026363,0.0304641,0.0314356,0.031576,0.0320429,0.0312629,0.0155773,0.0167031,0.0156511,0.0071862,0.0043489,-0.000227,1.0262212,0.9900851,1.1555644,0.0033819,1.0044641,0.0049553,0.3381857,1.0044641
2,92.375,0.0128032,0.0115492,0.0132503,0.0200142,0.0245559,0.0397605,0.0265905,0.0211134,0.0183267,0.0181734,0.0249397,0.0082265,0.0086141,0.0078871,0.0035577,0.0026654,0.000645,0.9379159,1.3608374,0.6687666,-0.0015737,0.8680116,0.0038964,-0.1573717,0.8680116
2,94,0.0114626,0.0124482,0.0151213,0.0207359,0.0240553,0.0328635,0.0347119,0.0328155,0.0319729,0.0325511,0.0343181,0.0211472,0.0227502,0.021264,0.0127639,0.0104183,0.000894,0.9886553,1.0733513,1.056246,0.0026509,0.9743238,0.0064443,0.2650893,0.9743238
2,95,0.0024295,0.0041402,0.008092,0.0130209,0.0156937,0.02461,0.0279022,0.0280596,0.0281607,0.028305,0.0265581,0.011753,0.0124076,0.0115471,0.0052689,0.0035168,0.0018,0.9518305,0.9430934,1.1337719,0.0027131,1.0036022,0.0041886,0.2713081,1.0036022
2,98,0.0121117,0.0136361,0.0168217,0.022863,0.0261805,0.0367594,0.0369937,0.0327621,0.0316986,0.0320669,0.0310804,0.0145297,0.0156519,0.0141836,0.0068328,0.0052551,0.000556,0.8401537,0.9804971,1.0063724,0.0002728,0.9675383,0.0044349,0.0272758,0.9675383
2,102.4,0.003776,0.0082051,0.0134183,0.0200523,0.0233626,0.032874,0.0342741,0.0324725,0.031988,0.0322048,0.0341855,0.0187492,0.0211199,0.0189227,0.0109021,0.008661,0.00137,0.997413,1.0686958,1.0425909,0.0032471,0.9850802,0.0057739,0.3247076,0.9850802
2,103.7142857,0.0057245,0.0067409,0.0079436,0.0120351,0.0147708,0.0229186,0.0212644,0.0175813,0.0159588,0.0164304,0.0267819,0.0154853,0.0168977,0.0152077,0.0077284,0.0055637,0.00118,1.2594681,1.6781855,0.9278247,0.0049737,0.9077169,0.0088078,0.4973654,0.9077169
2,106.75,0.0112543,0.012338,0.0150599,0.0206127,0.0241001,0.033022,0.0339887,0.0314684,0.0303672,0.0309906,0.0322646,0.017788,0.0191148,0.0177526,0.0099437,0.0078662,0.000637,0.9492745,1.0624816,1.0292741,0.0017319,0.9650082,0.0056527,0.1731902,0.9650082
2,108.6666667,0.0116702,0.013089,0.0158699,0.0214386,0.0247609,0.0339123,0.0344559,0.0319073,0.0310048,0.0313054,0.0331117,0.0187258,0.0204779,0.0185647,0.0106844,0.0085866,0.00132,0.960987,1.0679544,1.0160301,0.0017666,0.9717125,0.0058688,0.1766628,0.9717125
2,109.5,0.0040781,0.0083456,0.0135674,0.0203844,0.0241135,0.0333178,0.0365188,0.0362336,0.0361265,0.0363248,0.0373505,0.0231043,0.0255554,0.0234919,0.0142552,0.0114454,0.0025163,1.0227756,1.0338797,1.0960751,0.0040732,0.9970459,0.0063765,0.4073195,0.9970459
2,113,0.0109698,0.0123014,0.0148454,0.0201478,0.0236548,0.0326421,0.034123,0.0320444,0.03137,0.0318209,0.0337249,0.0203744,0.0219258,0.020252,0.012139,0.0098015,0.0018428,0.9883342,1.0750699,1.0453671,0.0025193,0.9789518,0.0063582,0.2519331,0.9789518
2,116.5714286,0.00076,0.0023068,0.0057657,0.0091011,0.0109344,0.0191011,0.0203643,0.0199876,0.0198907,0.0201347,0.0244646,0.0228165,0.0230633,0.0228955,0.0187648,0.0171488,0.0127,1.2013491,1.2299503,1.0661293,0.0102612,0.9951531,0.0114153,1.026122,0.9951531
2,121,0.0031298,0.0044436,0.0087302,0.0137915,0.0162629,0.0259928,0.0301096,0.0316532,0.0316077,0.0323121,0.0307624,0.0154544,0.0163288,0.015628,0.0077647,0.0056817,0.000464,1.0216806,0.9732548,1.1583817,0.0034786,0.9985646,0.0048824,0.3478604,0.9985646
2,121.6,0.0112549,0.0127423,0.0154696,0.0208018,0.0246727,0.0336801,0.0341672,0.0313079,0.0302375,0.0305148,0.0319043,0.0170023,0.0183542,0.0168902,0.0093543,0.0075909,0.000873,0.9337699,1.0551223,1.0144619,0.0013607,0.9658121,0.0054307,0.1360669,0.9658121
2,127.4285714,0.0021537,0.0037439,0.0081962,0.0128672,0.0159875,0.0253885,0.0287668,0.0287802,0.0287929,0.029158,0.0292374,0.0172214,0.0180952,0.0173571,0.0128436,0.011291,0.0124839,1.0163605,1.0154392,1.133062,0.0046829,1.0004422,0.0059838,0.4682904,1.0004422
2,129,0.0113344,0.0127226,0.0154744,0.020764,0.0239494,0.0331277,0.0339867,0.0315342,0.0304147,0.0309653,0.0326961,0.01848,0.0199934,0.0185892,0.010699,0.0085467,0.00148,0.9620264,1.0750107,1.025929,0.0018258,0.9644966,0.0058603,0.1825754,0.9644966
2,130.25,0.0110139,0.0126367,0.015282,0.0210527,0.0248818,0.0339797,0.0338102,0.0304945,0.0293119,0.0296609,0.0301474,0.0147606,0.0154265,0.0145005,0.0075961,0.0059689,0.000811,0.8916664,1.0285035,0.9950113,0.0006965,0.9612216,0.0048404,0.0696478,0.9612216
2,138,0.0030361,0.0053758,0.0095239,0.0143571,0.0171771,0.0269655,0.0318256,0.0334053,0.033699,0.0342761,0.0334062,0.0179338,0.018754,0.0182386,0.0097116,0.0071202,0.000149,1.0496645,0.9913098,1.1802327,0.0037593,1.0087919,0.0053686,0.3759281,1.0087919
2,153.255814,0.0031344,0.0051786,0.0093704,0.0145937,0.0168899,0.0270188,0.0313451,0.0328764,0.0336313,0.0340453,0.0332346,0.0179484,0.0188289,0.0182041,0.00994,0.00764,0.000562,1.0602816,0.9882059,1.160123,0.0038842,1.0229597,0.0054593,0.3884168,1.0229597
2,161,0.0136146,0.0145766,0.0181313,0.0239844,0.0277621,0.0369124,0.0366537,0.0335631,0.03244,0.032615,0.0336983,0.0189914,0.0203138,0.0186007,0.0107475,0.0088018,0.00268,0.9193694,1.0387858,0.992991,0.0013154,0.9665386,0.0056584,0.1315353,0.9665386
2,176.5413423,0.0076395,0.0088047,0.0127041,0.0194903,0.0220544,0.0297017,0.0249593,0.0212811,0.0203184,0.0199753,0.0199863,0.0079776,0.0087003,0.0077411,0.00372,0.0027279,-0.000576,0.8007552,0.9836513,0.8403318,-0.0003886,0.9547642,0.0037487,-0.0388645,0.9547642
2,186.701623,0.0075499,0.006599,0.0057086,0.0092302,0.0118318,0.0278314,0.0117667,0.0088356,0.0069051,0.0068845,0.0281624,0.0113741,0.011888,0.0109956,0.0045565,0.0033461,0.0000185,2.3933898,4.0785069,0.4227873,0.0054044,0.7815076,0.0128731,0.5404378,0.7815076
2,205.3451026,0.0060082,0.0045531,0.0048879,0.0082759,0.0110298,0.0232761,0.0122317,0.0082709,0.0063551,0.0063397,0.0132862,0.0026953,0.0033835,0.0022551,-0.000611,-0.0011598,-0.0020626,1.0862102,2.0906404,0.5255052,-0.0022463,0.7683693,0.0032587,-0.2246254,0.7683693
2,210.9680929,0.0072707,0.0052572,0.0054802,0.0095101,0.0120846,0.0260732,0.0134089,0.0092773,0.0075023,0.0071876,0.0164881,0.0042945,0.0050717,0.0038496,0.000434,-0.000446,-0.0018355,1.2296344,2.1977362,0.5142807,-0.0010377,0.808677,0.0046291,-0.1037725,0.8086769
2,259.4182772,0.008218,0.0099355,0.0139265,0.0205131,0.0230539,0.029587,0.0276382,0.0236075,0.0225761,0.0226529,0.0203657,0.0076629,0.0082791,0.007115,0.0027184,0.0017,-0.000945,0.7368679,0.9020912,0.9341344,-0.0009627,0.9563089,0.003246,-0.0962653,0.9563089
2,261.7241379,0.0040017,0.0089149,0.0136593,0.0201366,0.0238507,0.0328372,0.0355259,0.0352869,0.0354201,0.0355485,0.0373547,0.0237984,0.0261606,0.0242946,0.0154189,0.0126739,0.00285,1.0514777,1.0546175,1.0818797,0.0042178,1.0037739,0.0067442,0.4217842,1.0037739
2,269.2345768,0.008121,0.0068696,0.0051618,0.0087715,0.0115856,0.0313728,0.0118308,0.0092111,0.0067057,0.0064234,0.0377569,0.0194152,0.0205334,0.0190639,0.0100145,0.0079155,0.0018117,3.191405,5.6305329,0.3771049,0.01362,0.7280056,0.021078,1.3620017,0.7280056
2,326.6,0.0038918,0.0084922,0.013547,0.0202735,0.0238008,0.0330648,0.0360746,0.0362261,0.0363146,0.0365989,0.037299,0.0231566,0.0256511,0.0235716,0.0142,0.0114,0.0025973,1.0339399,1.0271062,1.0910257,0.004048,1.0024444,0.0063923,0.4048033,1.0024444
2,370.3269733,0.0063849,0.0047367,0.0049468,0.0086624,0.0114193,0.0267613,0.0123742,0.0085499,0.0066102,0.0065213,0.0174745,0.0044901,0.0053101,0.0040002,0.0000777,-0.000717,-0.0026088,1.4121703,2.643591,0.4623938,-0.0002885,0.7731263,0.0052516,-0.0288509,0.7731263
2,373.1088539,0.0113169,0.0099715,0.0077039,0.0117455,0.0149418,0.0336892,0.0133706,0.0098159,0.0071951,0.007185,0.0457133,0.0292231,0.0305806,0.0288784,0.0154903,0.0129207,0.002634,3.4189424,6.3534055,0.3968807,0.0196128,0.733007,0.0297714,1.96128,0.733007
2,386.7912135,0.0101447,0.0074982,0.004633,0.0080593,0.0109951,0.0331977,0.0105018,0.0083321,0.0056052,0.0053593,0.0601513,0.0609814,0.0637008,0.0598367,0.0446979,0.0416913,0.0249,5.7276995,10.7313978,0.3163421,0.0641895,0.6727216,0.0731887,6.4189518,0.6727216
2,407.0214732,0.0085201,0.0059831,0.0060386,0.0093707,0.0120469,0.0270463,0.0127389,0.0093848,0.007182,0.0071251,0.0199394,0.0059391,0.006681,0.0054812,0.0013582,0.000552,-0.0010472,1.5652347,2.7762895,0.4710049,-0.0000469,0.7652823,0.0063284,-0.0046922,0.7652823
2,600.7862652,0.0091014,0.0073023,0.0046372,0.0079262,0.0108537,0.0301358,0.0096066,0.0074518,0.0049991,0.0046403,0.0520604,0.0479053,0.049722,0.046027,0.0305507,0.0270182,0.0162,5.4192195,10.4139258,0.3187773,0.0544876,0.6708608,0.064287,5.4487648,0.6708608
2,628.2963056,0.0072565,0.0053123,0.0057808,0.0097583,0.0124623,0.0270005,0.0132569,0.0096431,0.0076331,0.0074383,0.0185864,0.0053679,0.0063864,0.004982,0.00095,-0.0000774,-0.0019473,1.4020164,2.4349773,0.4909872,0.0000576,0.7915626,0.0055666,0.0057624,0.7915626
2,634.3240866,0.0107374,0.0083527,0.0052731,0.0080895,0.0112022,0.033484,0.0111708,0.0085974,0.0058085,0.0057258,0.0544123,0.0497601,0.0521401,0.0482193,0.0351189,0.0324561,0.0187,4.8709299,9.3677497,0.3336175,0.0481625,0.6756059,0.0578778,4.8162546,0.6756059
2,644.4541348,0.0083751,0.0070022,0.0047203,0.0080248,0.0109584,0.0307569,0.0110615,0.008448,0.005951,0.0057326,0.0440797,0.0289909,0.0304658,0.028482,0.0165744,0.0137899,0.0047074,3.9849624,7.4070623,0.3596428,0.0260284,0.7044321,0.034317,2.6028422,0.7044321
2,647,0.0017575,0.0016725,0.0026854,0.006698,0.0095163,0.0187067,0.0106583,0.0081503,0.0064415,0.0067013,0.0238283,0.0133638,0.0147246,0.0128372,0.0058403,0.0039977,0.0015409,2.2356582,3.6991764,0.5697567,0.0143445,0.7903383,0.0163966,1.4344495,0.7903383
2,666.0239101,0.006447,0.005111,0.0031234,0.0065006,0.009415,0.0294812,0.0104237,0.0075086,0.0050553,0.0047121,0.0354897,0.0216569,0.0227556,0.0208248,0.0125522,0.0107829,0.00541,3.4047116,7.0203287,0.3535716,0.0220361,0.6732683,0.0288429,2.2036071,0.6732683
2,727.32003,0.0089692,0.0066524,0.0041356,0.0073969,0.0104671,0.0326861,0.0097381,0.0077009,0.0052272,0.0048715,0.0588041,0.055301,0.057523,0.0539193,0.0377,0.0342,0.0173088,6.0385492,11.2496857,0.2979285,0.0631727,0.6787767,0.0718113,6.3172733,0.6787768
2,869.5278369,0.0167017,0.0144721,0.0114443,0.0150554,0.0180413,0.0415401,0.0175912,0.0148215,0.0119847,0.0115373,0.0672034,0.0705697,0.074318,0.0691008,0.0558514,0.0529198,0.0380536,3.8202927,5.60743,0.4234747,0.0378488,0.8086017,0.047613,3.7848754,0.8086017
2,880.1357978,0.0103098,0.0077698,0.0052375,0.0083888,0.0115024,0.0341858,0.0113769,0.0090864,0.0063934,0.0061461,0.0556105,0.0413352,0.0432535,0.040792,0.0248807,0.0213432,0.0082025,4.8880005,8.6981255,0.3327975,0.0369403,0.7036223,0.0454913,3.6940321,0.7036223
2,936.3990292,0.0106847,0.0081349,0.0053204,0.0086564,0.0119176,0.0339568,0.0123281,0.0095534,0.0067262,0.0065636,0.052407,0.0493432,0.0516428,0.0474413,0.0363811,0.0339635,0.0231434,4.2510325,7.7914541,0.3630518,0.0431349,0.7040669,0.0516501,4.3134885,0.7040669
2,1220.571429,0.0037126,0.0033649,0.0034457,0.0079377,0.0112454,0.0246799,0.0102472,0.0087376,0.006484,0.0066716,0.0398152,0.0404177,0.0441169,0.0395197,0.0293269,0.0268062,0.016789,3.8854768,6.1405391,0.4152043,0.0424059,0.7420765,0.046257,4.2405925,0.7420765
